Case ID;Activity;Resource;Start Timestamp;Complete Timestamp;Variant;Variant index;EstimatedRepairTime;RepairCode;RepairInternally;RepairOK;RepairType;contact;objectKey
35;RepairReady;System;1970/01/04 10:05:00.000;1970/01/04 10:05:00.000;Variant 14;14;;;;true;;;
35;ReadyInformClient;System;1970/01/04 17:50:00.000;1970/01/04 17:50:00.000;Variant 14;14;;;;true;;;
35;SendTicketToFinAdmin;System;1970/01/04 18:03:00.000;1970/01/04 18:03:00.000;Variant 14;14;;;;;;;
35;TicketReady;System;1970/01/04 18:03:00.000;1970/01/04 18:03:00.000;Variant 14;14;;;;;;;
350;FirstContact;Monica;1970/01/07 04:26:00.000;1970/01/07 04:26:00.000;Variant 8;8;;;;;;Web;
350;MakeTicket;Monica;1970/01/07 04:26:00.000;1970/01/07 04:28:00.000;Variant 8;8;;;;;P;;1748
350;ArrangeSurvey;Monica;1970/01/07 04:28:00.000;1970/01/07 04:30:00.000;Variant 8;8;;;;;;;
350;InformClientSurvey;System;1970/01/07 04:30:00.000;1970/01/07 04:30:00.000;Variant 8;8;;;;;;;
350;Survey;Anne;1970/01/11 04:24:00.000;1970/01/11 05:00:00.000;Variant 8;8;120;1;true;;;;
350;ImmediateRepair;Anne;1970/01/11 05:00:00.000;1970/01/11 07:00:00.000;Variant 8;8;;;;;;;
350;ExternRepair;DoIt;1970/01/11 07:00:00.000;1970/01/11 07:00:00.000;Variant 8;8;;;;;;;
350;RepairReady;System;1970/01/11 09:00:00.000;1970/01/11 09:00:00.000;Variant 8;8;;;;true;;;
350;ReadyInformClient;System;1970/01/11 13:16:00.000;1970/01/11 13:16:00.000;Variant 8;8;;;;true;;;
350;SendTicketToFinAdmin;System;1970/01/11 14:57:00.000;1970/01/11 14:57:00.000;Variant 8;8;;;;;;;
350;TicketReady;System;1970/01/11 14:57:00.000;1970/01/11 14:57:00.000;Variant 8;8;;;;;;;
351;FirstContact;Dian;1970/01/04 12:11:00.000;1970/01/04 12:11:00.000;Variant 3;3;;;;;;Letter;
351;MakeTicket;Dian;1970/01/04 12:11:00.000;1970/01/04 12:21:00.000;Variant 3;3;;;;;P;;3772
351;ArrangeSurvey;Dian;1970/01/04 12:21:00.000;1970/01/04 12:25:00.000;Variant 3;3;;;;;;;
351;InformClientSurvey;System;1970/01/04 12:25:00.000;1970/01/04 12:25:00.000;Variant 3;3;;;;;;;
351;Survey;Anne;1970/01/05 00:01:00.000;1970/01/05 00:57:00.000;Variant 3;3;120;1;true;;;;
351;ImmediateRepair;Anne;1970/01/05 00:57:00.000;1970/01/05 03:09:00.000;Variant 3;3;;;;;;;
351;RepairReady;System;1970/01/05 03:09:00.000;1970/01/05 03:09:00.000;Variant 3;3;;;;true;;;
351;SendTicketToFinAdmin;System;1970/01/05 04:09:00.000;1970/01/05 04:09:00.000;Variant 3;3;;;;;;;
351;ReadyInformClient;System;1970/01/05 10:56:00.000;1970/01/05 10:56:00.000;Variant 3;3;;;;true;;;
351;TicketReady;System;1970/01/05 10:56:00.000;1970/01/05 10:56:00.000;Variant 3;3;;;;;;;
352;FirstContact;Dian;1969/12/31 21:49:00.000;1969/12/31 21:49:00.000;Variant 2;2;;;;;;Personal;
352;MakeTicket;Dian;1969/12/31 21:49:00.000;1969/12/31 21:54:00.000;Variant 2;2;;;;;E;;5432
352;ArrangeSurvey;Dian;1969/12/31 21:54:00.000;1969/12/31 21:59:00.000;Variant 2;2;;;;;;;
352;InformClientSurvey;System;1969/12/31 21:59:00.000;1969/12/31 21:59:00.000;Variant 2;2;;;;;;;
352;Survey;Edd;1969/12/31 21:59:00.000;1969/12/31 22:54:00.000;Variant 2;2;220;2;true;;;;
352;InternRepair;Edd;1969/12/31 22:54:00.000;1970/01/01 02:56:00.000;Variant 2;2;;;;;;;
352;RepairReady;System;1970/01/01 02:56:00.000;1970/01/01 02:56:00.000;Variant 2;2;;;;true;;;
352;SendTicketToFinAdmin;System;1970/01/01 04:23:00.000;1970/01/01 04:23:00.000;Variant 2;2;;;;;;;
352;ReadyInformClient;System;1970/01/01 10:37:00.000;1970/01/01 10:37:00.000;Variant 2;2;;;;true;;;
352;TicketReady;System;1970/01/01 10:37:00.000;1970/01/01 10:37:00.000;Variant 2;2;;;;;;;
353;FirstContact;Monica;1970/01/06 08:50:00.000;1970/01/06 08:50:00.000;Variant 5;5;;;;;;Letter;
353;InformClientWrongPlace;Monica;1970/01/06 08:50:00.000;1970/01/06 08:50:00.000;Variant 5;5;;;;;;;
354;FirstContact;Dian;1970/01/06 00:35:00.000;1970/01/06 00:35:00.000;Variant 2;2;;;;;;Web;
354;MakeTicket;Dian;1970/01/06 00:35:00.000;1970/01/06 00:38:00.000;Variant 2;2;;;;;B;;9697
354;ArrangeSurvey;Monica;1970/01/06 00:38:00.000;1970/01/06 17:29:00.000;Variant 2;2;;;;;;;
354;InformClientSurvey;System;1970/01/06 17:29:00.000;1970/01/06 17:29:00.000;Variant 2;2;;;;;;;
354;Survey;Ben;1970/01/06 17:29:00.000;1970/01/06 18:03:00.000;Variant 2;2;160;3;true;;;;
354;InternRepair;Ben;1970/01/06 18:03:00.000;1970/01/06 20:27:00.000;Variant 2;2;;;;;;;
354;RepairReady;System;1970/01/06 20:27:00.000;1970/01/06 20:27:00.000;Variant 2;2;;;;true;;;
354;SendTicketToFinAdmin;System;1970/01/06 22:15:00.000;1970/01/06 22:15:00.000;Variant 2;2;;;;;;;
354;ReadyInformClient;System;1970/01/07 01:16:00.000;1970/01/07 01:16:00.000;Variant 2;2;;;;true;;;
354;TicketReady;System;1970/01/07 01:16:00.000;1970/01/07 01:16:00.000;Variant 2;2;;;;;;;
355;FirstContact;Dian;1970/01/01 10:08:00.000;1970/01/01 10:08:00.000;Variant 1;1;;;;;;Letter;
355;MakeTicket;Dian;1970/01/01 10:08:00.000;1970/01/01 10:16:00.000;Variant 1;1;;;;;E;;365
355;ArrangeSurvey;Dian;1970/01/01 10:16:00.000;1970/01/01 10:18:00.000;Variant 1;1;;;;;;;
355;InformClientSurvey;System;1970/01/01 10:18:00.000;1970/01/01 10:18:00.000;Variant 1;1;;;;;;;
355;Survey;Paul;1970/01/01 20:04:00.000;1970/01/01 20:49:00.000;Variant 1;1;240;1;true;;;;
355;InternRepair;John;1970/01/02 22:01:00.000;1970/01/03 02:25:00.000;Variant 1;1;;;;;;;
355;RepairReady;System;1970/01/03 02:25:00.000;1970/01/03 02:25:00.000;Variant 1;1;;;;true;;;
355;ReadyInformClient;System;1970/01/03 03:25:00.000;1970/01/03 03:25:00.000;Variant 1;1;;;;true;;;
355;SendTicketToFinAdmin;System;1970/01/03 07:48:00.000;1970/01/03 07:48:00.000;Variant 1;1;;;;;;;
355;TicketReady;System;1970/01/03 07:48:00.000;1970/01/03 07:48:00.000;Variant 1;1;;;;;;;
356;FirstContact;Monica;1970/01/06 22:40:00.000;1970/01/06 22:40:00.000;Variant 4;4;;;;;;Letter;
356;MakeTicket;Monica;1970/01/06 22:40:00.000;1970/01/06 22:44:00.000;Variant 4;4;;;;;P;;2389
356;ArrangeSurvey;Dian;1970/01/06 22:44:00.000;1970/01/07 05:08:00.000;Variant 4;4;;;;;;;
356;InformClientSurvey;System;1970/01/07 05:08:00.000;1970/01/07 05:08:00.000;Variant 4;4;;;;;;;
356;Survey;Anne;1970/01/09 22:11:00.000;1970/01/09 22:46:00.000;Variant 4;4;120;1;true;;;;
356;ImmediateRepair;Anne;1970/01/09 22:46:00.000;1970/01/10 00:58:00.000;Variant 4;4;;;;;;;
356;RepairReady;System;1970/01/10 00:58:00.000;1970/01/10 00:58:00.000;Variant 4;4;;;;true;;;
356;ReadyInformClient;System;1970/01/10 04:21:00.000;1970/01/10 04:21:00.000;Variant 4;4;;;;true;;;
356;SendTicketToFinAdmin;System;1970/01/10 08:14:00.000;1970/01/10 08:14:00.000;Variant 4;4;;;;;;;
356;TicketReady;System;1970/01/10 08:14:00.000;1970/01/10 08:14:00.000;Variant 4;4;;;;;;;
357;FirstContact;Monica;1970/01/06 05:42:00.000;1970/01/06 05:42:00.000;Variant 1;1;;;;;;Personal;
357;MakeTicket;Monica;1970/01/06 05:42:00.000;1970/01/06 05:48:00.000;Variant 1;1;;;;;E;;4103
357;ArrangeSurvey;Monica;1970/01/06 05:48:00.000;1970/01/06 05:53:00.000;Variant 1;1;;;;;;;
357;InformClientSurvey;System;1970/01/06 05:53:00.000;1970/01/06 05:53:00.000;Variant 1;1;;;;;;;
357;Survey;Paul;1970/01/13 01:25:00.000;1970/01/13 01:55:00.000;Variant 1;1;240;1;true;;;;
357;InternRepair;Edd;1970/01/17 23:09:00.000;1970/01/18 02:45:00.000;Variant 1;1;;;;;;;
357;RepairReady;System;1970/01/18 02:45:00.000;1970/01/18 02:45:00.000;Variant 1;1;;;;true;;;
357;ReadyInformClient;System;1970/01/18 04:24:00.000;1970/01/18 04:24:00.000;Variant 1;1;;;;true;;;
357;SendTicketToFinAdmin;System;1970/01/18 10:26:00.000;1970/01/18 10:26:00.000;Variant 1;1;;;;;;;
357;TicketReady;System;1970/01/18 10:26:00.000;1970/01/18 10:26:00.000;Variant 1;1;;;;;;;
358;FirstContact;Monica;1970/01/05 11:09:00.000;1970/01/05 11:09:00.000;Variant 6;6;;;;;;Letter;
358;MakeTicket;Monica;1970/01/05 11:09:00.000;1970/01/05 11:11:00.000;Variant 6;6;;;;;P;;8543
358;ArrangeSurvey;Dian;1970/01/05 11:11:00.000;1970/01/05 13:05:00.000;Variant 6;6;;;;;;;
358;InformClientSurvey;System;1970/01/05 13:05:00.000;1970/01/05 13:05:00.000;Variant 6;6;;;;;;;
358;Survey;Jacky;1970/01/12 00:01:00.000;1970/01/12 00:56:00.000;Variant 6;6;360;4;false;;;;
358;ExternRepair;DoIt;1970/01/12 00:56:00.000;1970/01/12 00:56:00.000;Variant 6;6;;;;;;;
358;RepairReady;System;1970/01/12 07:32:00.000;1970/01/12 07:32:00.000;Variant 6;6;;;;true;;;
358;SendTicketToFinAdmin;System;1970/01/12 13:08:00.000;1970/01/12 13:08:00.000;Variant 6;6;;;;;;;
358;ReadyInformClient;System;1970/01/12 13:16:00.000;1970/01/12 13:16:00.000;Variant 6;6;;;;true;;;
358;TicketReady;System;1970/01/12 13:16:00.000;1970/01/12 13:16:00.000;Variant 6;6;;;;;;;
359;FirstContact;Dian;1970/01/05 07:54:00.000;1970/01/05 07:54:00.000;Variant 1;1;;;;;;Web;
359;MakeTicket;Dian;1970/01/05 07:54:00.000;1970/01/05 07:56:00.000;Variant 1;1;;;;;E;;1428
359;ArrangeSurvey;Dian;1970/01/05 07:56:00.000;1970/01/05 07:58:00.000;Variant 1;1;;;;;;;
359;InformClientSurvey;System;1970/01/05 07:58:00.000;1970/01/05 07:58:00.000;Variant 1;1;;;;;;;
359;Survey;Paul;1970/01/08 18:42:00.000;1970/01/08 19:27:00.000;Variant 1;1;240;1;true;;;;
359;InternRepair;Edd;1970/01/10 14:35:00.000;1970/01/10 18:11:00.000;Variant 1;1;;;;;;;
359;RepairReady;System;1970/01/10 18:11:00.000;1970/01/10 18:11:00.000;Variant 1;1;;;;true;;;
359;ReadyInformClient;System;1970/01/10 18:17:00.000;1970/01/10 18:17:00.000;Variant 1;1;;;;true;;;
359;SendTicketToFinAdmin;System;1970/01/10 18:31:00.000;1970/01/10 18:31:00.000;Variant 1;1;;;;;;;
359;TicketReady;System;1970/01/10 18:31:00.000;1970/01/10 18:31:00.000;Variant 1;1;;;;;;;
36;FirstContact;Monica;1970/01/02 18:34:00.000;1970/01/02 18:34:00.000;Variant 15;15;;;;;;Web;
36;MakeTicket;Monica;1970/01/02 18:34:00.000;1970/01/02 18:37:00.000;Variant 15;15;;;;;P;;1178
36;ArrangeSurvey;Dian;1970/01/02 18:37:00.000;1970/01/03 02:34:00.000;Variant 15;15;;;;;;;
36;InformClientSurvey;System;1970/01/03 02:34:00.000;1970/01/03 02:34:00.000;Variant 15;15;;;;;;;
36;Survey;Anne;1970/01/03 07:36:00.000;1970/01/03 08:32:00.000;Variant 15;15;120;3;true;;;;
36;ImmediateRepair;Anne;1970/01/03 08:32:00.000;1970/01/03 10:20:00.000;Variant 15;15;;;;;;;
36;InternRepair;Jacky;1970/01/03 11:50:00.000;1970/01/03 14:02:00.000;Variant 15;15;;;;;;;
36;RepairReady;System;1970/01/03 14:02:00.000;1970/01/03 14:02:00.000;Variant 15;15;;;;true;;;
36;SendTicketToFinAdmin;System;1970/01/03 14:23:00.000;1970/01/03 14:23:00.000;Variant 15;15;;;;;;;
36;ReadyInformClient;System;1970/01/03 18:01:00.000;1970/01/03 18:01:00.000;Variant 15;15;;;;true;;;
36;TicketReady;System;1970/01/03 18:01:00.000;1970/01/03 18:01:00.000;Variant 15;15;;;;;;;
360;FirstContact;Monica;1970/01/07 00:54:00.000;1970/01/07 00:54:00.000;Variant 3;3;;;;;;Web;
360;MakeTicket;Monica;1970/01/07 00:54:00.000;1970/01/07 00:56:00.000;Variant 3;3;;;;;P;;1408
360;ArrangeSurvey;Dian;1970/01/07 00:56:00.000;1970/01/07 15:20:00.000;Variant 3;3;;;;;;;
360;InformClientSurvey;System;1970/01/07 15:20:00.000;1970/01/07 15:20:00.000;Variant 3;3;;;;;;;
360;Survey;Barbara;1970/01/12 21:09:00.000;1970/01/12 21:58:00.000;Variant 3;3;120;1;true;;;;
360;ImmediateRepair;Barbara;1970/01/12 21:58:00.000;1970/01/12 23:46:00.000;Variant 3;3;;;;;;;
360;RepairReady;System;1970/01/12 23:46:00.000;1970/01/12 23:46:00.000;Variant 3;3;;;;true;;;
360;SendTicketToFinAdmin;System;1970/01/13 02:43:00.000;1970/01/13 02:43:00.000;Variant 3;3;;;;;;;
360;ReadyInformClient;System;1970/01/13 04:58:00.000;1970/01/13 04:58:00.000;Variant 3;3;;;;true;;;
360;TicketReady;System;1970/01/13 04:58:00.000;1970/01/13 04:58:00.000;Variant 3;3;;;;;;;
361;FirstContact;Dian;1970/01/04 07:28:00.000;1970/01/04 07:28:00.000;Variant 3;3;;;;;;Letter;
361;MakeTicket;Dian;1970/01/04 07:28:00.000;1970/01/04 07:33:00.000;Variant 3;3;;;;;P;;4247
361;ArrangeSurvey;Dian;1970/01/04 07:33:00.000;1970/01/04 07:38:00.000;Variant 3;3;;;;;;;
361;InformClientSurvey;System;1970/01/04 07:38:00.000;1970/01/04 07:38:00.000;Variant 3;3;;;;;;;
361;Survey;Anne;1970/01/04 21:09:00.000;1970/01/04 21:49:00.000;Variant 3;3;120;1;true;;;;
361;ImmediateRepair;Anne;1970/01/04 21:49:00.000;1970/01/05 00:01:00.000;Variant 3;3;;;;;;;
361;RepairReady;System;1970/01/05 00:01:00.000;1970/01/05 00:01:00.000;Variant 3;3;;;;true;;;
361;SendTicketToFinAdmin;System;1970/01/05 00:59:00.000;1970/01/05 00:59:00.000;Variant 3;3;;;;;;;
361;ReadyInformClient;System;1970/01/05 05:51:00.000;1970/01/05 05:51:00.000;Variant 3;3;;;;true;;;
361;TicketReady;System;1970/01/05 05:51:00.000;1970/01/05 05:51:00.000;Variant 3;3;;;;;;;
362;FirstContact;Dian;1970/01/05 04:16:00.000;1970/01/05 04:16:00.000;Variant 4;4;;;;;;Letter;
362;MakeTicket;Dian;1970/01/05 04:16:00.000;1970/01/05 04:18:00.000;Variant 4;4;;;;;P;;9668
362;ArrangeSurvey;Dian;1970/01/05 04:18:00.000;1970/01/05 04:21:00.000;Variant 4;4;;;;;;;
362;InformClientSurvey;System;1970/01/05 04:21:00.000;1970/01/05 04:21:00.000;Variant 4;4;;;;;;;
362;Survey;Barbara;1970/01/08 20:00:00.000;1970/01/08 20:55:00.000;Variant 4;4;120;1;true;;;;
362;ImmediateRepair;Barbara;1970/01/08 20:55:00.000;1970/01/08 22:43:00.000;Variant 4;4;;;;;;;
362;RepairReady;System;1970/01/08 22:43:00.000;1970/01/08 22:43:00.000;Variant 4;4;;;;true;;;
362;ReadyInformClient;System;1970/01/08 23:56:00.000;1970/01/08 23:56:00.000;Variant 4;4;;;;true;;;
362;SendTicketToFinAdmin;System;1970/01/09 06:12:00.000;1970/01/09 06:12:00.000;Variant 4;4;;;;;;;
362;TicketReady;System;1970/01/09 06:12:00.000;1970/01/09 06:12:00.000;Variant 4;4;;;;;;;
363;FirstContact;Dian;1970/01/03 13:31:00.000;1970/01/03 13:31:00.000;Variant 2;2;;;;;;Phone;
363;MakeTicket;Dian;1970/01/03 13:31:00.000;1970/01/03 13:37:00.000;Variant 2;2;;;;;E;;6158
363;ArrangeSurvey;Dian;1970/01/03 13:37:00.000;1970/01/03 13:41:00.000;Variant 2;2;;;;;;;
363;InformClientSurvey;System;1970/01/03 13:41:00.000;1970/01/03 13:41:00.000;Variant 2;2;;;;;;;
363;Survey;Cindy;1970/01/05 21:52:00.000;1970/01/05 22:51:00.000;Variant 2;2;240;1;true;;;;
363;InternRepair;Paul;1970/01/07 00:01:00.000;1970/01/07 04:01:00.000;Variant 2;2;;;;;;;
363;RepairReady;System;1970/01/07 04:01:00.000;1970/01/07 04:01:00.000;Variant 2;2;;;;true;;;
363;SendTicketToFinAdmin;System;1970/01/07 10:35:00.000;1970/01/07 10:35:00.000;Variant 2;2;;;;;;;
363;ReadyInformClient;System;1970/01/07 11:07:00.000;1970/01/07 11:07:00.000;Variant 2;2;;;;true;;;
363;TicketReady;System;1970/01/07 11:07:00.000;1970/01/07 11:07:00.000;Variant 2;2;;;;;;;
364;FirstContact;Dian;1970/01/04 12:47:00.000;1970/01/04 12:47:00.000;Variant 4;4;;;;;;Phone;
364;MakeTicket;Dian;1970/01/04 12:47:00.000;1970/01/04 12:52:00.000;Variant 4;4;;;;;P;;4807
364;ArrangeSurvey;Dian;1970/01/04 12:52:00.000;1970/01/04 12:56:00.000;Variant 4;4;;;;;;;
364;InformClientSurvey;System;1970/01/04 12:56:00.000;1970/01/04 12:56:00.000;Variant 4;4;;;;;;;
364;Survey;Anne;1970/01/06 04:54:00.000;1970/01/06 05:28:00.000;Variant 4;4;120;1;true;;;;
364;ImmediateRepair;Anne;1970/01/06 05:28:00.000;1970/01/06 07:40:00.000;Variant 4;4;;;;;;;
364;RepairReady;System;1970/01/06 07:40:00.000;1970/01/06 07:40:00.000;Variant 4;4;;;;true;;;
364;ReadyInformClient;System;1970/01/06 12:18:00.000;1970/01/06 12:18:00.000;Variant 4;4;;;;true;;;
364;SendTicketToFinAdmin;System;1970/01/06 12:48:00.000;1970/01/06 12:48:00.000;Variant 4;4;;;;;;;
364;TicketReady;System;1970/01/06 12:48:00.000;1970/01/06 12:48:00.000;Variant 4;4;;;;;;;
365;FirstContact;Monica;1970/01/06 13:31:00.000;1970/01/06 13:31:00.000;Variant 1;1;;;;;;Personal;
365;MakeTicket;Monica;1970/01/06 13:31:00.000;1970/01/06 13:36:00.000;Variant 1;1;;;;;E;;9373
365;ArrangeSurvey;Monica;1970/01/06 13:36:00.000;1970/01/06 13:38:00.000;Variant 1;1;;;;;;;
365;InformClientSurvey;System;1970/01/06 13:38:00.000;1970/01/06 13:38:00.000;Variant 1;1;;;;;;;
365;Survey;John;1970/01/15 03:00:00.000;1970/01/15 03:43:00.000;Variant 1;1;220;2;true;;;;
365;InternRepair;Paul;1970/01/18 06:19:00.000;1970/01/18 09:37:00.000;Variant 1;1;;;;;;;
365;RepairReady;System;1970/01/18 09:37:00.000;1970/01/18 09:37:00.000;Variant 1;1;;;;true;;;
365;ReadyInformClient;System;1970/01/18 15:55:00.000;1970/01/18 15:55:00.000;Variant 1;1;;;;true;;;
365;SendTicketToFinAdmin;System;1970/01/18 16:36:00.000;1970/01/18 16:36:00.000;Variant 1;1;;;;;;;
365;TicketReady;System;1970/01/18 16:36:00.000;1970/01/18 16:36:00.000;Variant 1;1;;;;;;;
366;FirstContact;Monica;1970/01/05 12:12:00.000;1970/01/05 12:12:00.000;Variant 2;2;;;;;;Phone;
366;MakeTicket;Monica;1970/01/05 12:12:00.000;1970/01/05 12:17:00.000;Variant 2;2;;;;;E;;820
366;ArrangeSurvey;Monica;1970/01/05 12:17:00.000;1970/01/05 12:20:00.000;Variant 2;2;;;;;;;
366;InformClientSurvey;System;1970/01/05 12:20:00.000;1970/01/05 12:20:00.000;Variant 2;2;;;;;;;
366;Survey;John;1970/01/14 09:49:00.000;1970/01/14 10:20:00.000;Variant 2;2;220;2;true;;;;
366;InternRepair;Edd;1970/01/17 07:27:00.000;1970/01/17 11:07:00.000;Variant 2;2;;;;;;;
366;RepairReady;System;1970/01/17 11:07:00.000;1970/01/17 11:07:00.000;Variant 2;2;;;;true;;;
366;SendTicketToFinAdmin;System;1970/01/17 14:20:00.000;1970/01/17 14:20:00.000;Variant 2;2;;;;;;;
366;ReadyInformClient;System;1970/01/17 18:31:00.000;1970/01/17 18:31:00.000;Variant 2;2;;;;true;;;
366;TicketReady;System;1970/01/17 18:31:00.000;1970/01/17 18:31:00.000;Variant 2;2;;;;;;;
367;FirstContact;Monica;1970/01/01 15:19:00.000;1970/01/01 15:19:00.000;Variant 2;2;;;;;;Web;
367;MakeTicket;Monica;1970/01/01 15:19:00.000;1970/01/01 15:22:00.000;Variant 2;2;;;;;E;;4771
367;ArrangeSurvey;Dian;1970/01/01 15:22:00.000;1970/01/01 18:55:00.000;Variant 2;2;;;;;;;
367;InformClientSurvey;System;1970/01/01 18:55:00.000;1970/01/01 18:55:00.000;Variant 2;2;;;;;;;
367;Survey;Paul;1970/01/04 14:43:00.000;1970/01/04 15:33:00.000;Variant 2;2;220;2;true;;;;
367;InternRepair;Paul;1970/01/05 00:10:00.000;1970/01/05 03:50:00.000;Variant 2;2;;;;;;;
367;RepairReady;System;1970/01/05 03:50:00.000;1970/01/05 03:50:00.000;Variant 2;2;;;;true;;;
367;SendTicketToFinAdmin;System;1970/01/05 08:38:00.000;1970/01/05 08:38:00.000;Variant 2;2;;;;;;;
367;ReadyInformClient;System;1970/01/05 10:17:00.000;1970/01/05 10:17:00.000;Variant 2;2;;;;true;;;
367;TicketReady;System;1970/01/05 10:17:00.000;1970/01/05 10:17:00.000;Variant 2;2;;;;;;;
368;FirstContact;Monica;1970/01/07 01:45:00.000;1970/01/07 01:45:00.000;Variant 2;2;;;;;;Personal;
368;MakeTicket;Monica;1970/01/07 01:45:00.000;1970/01/07 01:48:00.000;Variant 2;2;;;;;E;;1216
368;ArrangeSurvey;Monica;1970/01/07 01:48:00.000;1970/01/07 01:52:00.000;Variant 2;2;;;;;;;
368;InformClientSurvey;System;1970/01/07 01:52:00.000;1970/01/07 01:52:00.000;Variant 2;2;;;;;;;
368;Survey;Paul;1970/01/12 10:45:00.000;1970/01/12 11:30:00.000;Variant 2;2;220;2;true;;;;
368;InternRepair;Paul;1970/01/13 04:11:00.000;1970/01/13 07:51:00.000;Variant 2;2;;;;;;;
368;RepairReady;System;1970/01/13 07:51:00.000;1970/01/13 07:51:00.000;Variant 2;2;;;;true;;;
368;SendTicketToFinAdmin;System;1970/01/13 07:57:00.000;1970/01/13 07:57:00.000;Variant 2;2;;;;;;;
368;ReadyInformClient;System;1970/01/13 13:22:00.000;1970/01/13 13:22:00.000;Variant 2;2;;;;true;;;
368;TicketReady;System;1970/01/13 13:22:00.000;1970/01/13 13:22:00.000;Variant 2;2;;;;;;;
369;FirstContact;Dian;1970/01/04 03:10:00.000;1970/01/04 03:10:00.000;Variant 2;2;;;;;;Web;
369;MakeTicket;Dian;1970/01/04 03:10:00.000;1970/01/04 03:13:00.000;Variant 2;2;;;;;B;;6290
369;ArrangeSurvey;Dian;1970/01/04 03:13:00.000;1970/01/04 09:35:00.000;Variant 2;2;;;;;;;
369;InformClientSurvey;System;1970/01/04 09:35:00.000;1970/01/04 09:35:00.000;Variant 2;2;;;;;;;
369;Survey;Nick;1970/01/04 09:35:00.000;1970/01/04 09:56:00.000;Variant 2;2;160;3;true;;;;
369;InternRepair;Nick;1970/01/04 09:56:00.000;1970/01/04 12:20:00.000;Variant 2;2;;;;;;;
369;RepairReady;System;1970/01/04 12:20:00.000;1970/01/04 12:20:00.000;Variant 2;2;;;;true;;;
369;SendTicketToFinAdmin;System;1970/01/04 17:48:00.000;1970/01/04 17:48:00.000;Variant 2;2;;;;;;;
369;ReadyInformClient;System;1970/01/04 20:20:00.000;1970/01/04 20:20:00.000;Variant 2;2;;;;true;;;
369;TicketReady;System;1970/01/04 20:20:00.000;1970/01/04 20:20:00.000;Variant 2;2;;;;;;;
37;FirstContact;Dian;1970/01/06 03:32:00.000;1970/01/06 03:32:00.000;Variant 1;1;;;;;;Web;
37;MakeTicket;Dian;1970/01/06 03:32:00.000;1970/01/06 03:37:00.000;Variant 1;1;;;;;E;;5061
37;ArrangeSurvey;Dian;1970/01/06 03:37:00.000;1970/01/06 13:08:00.000;Variant 1;1;;;;;;;
37;InformClientSurvey;System;1970/01/06 13:08:00.000;1970/01/06 13:08:00.000;Variant 1;1;;;;;;;
37;Survey;Edd;1970/01/07 07:36:00.000;1970/01/07 07:56:00.000;Variant 1;1;240;1;true;;;;
37;InternRepair;John;1970/01/08 00:16:00.000;1970/01/08 04:40:00.000;Variant 1;1;;;;;;;
37;RepairReady;System;1970/01/08 04:40:00.000;1970/01/08 04:40:00.000;Variant 1;1;;;;true;;;
37;ReadyInformClient;System;1970/01/08 06:17:00.000;1970/01/08 06:17:00.000;Variant 1;1;;;;true;;;
37;SendTicketToFinAdmin;System;1970/01/08 12:19:00.000;1970/01/08 12:19:00.000;Variant 1;1;;;;;;;
37;TicketReady;System;1970/01/08 12:19:00.000;1970/01/08 12:19:00.000;Variant 1;1;;;;;;;
370;FirstContact;Monica;1970/01/04 21:26:00.000;1970/01/04 21:26:00.000;Variant 2;2;;;;;;Web;
370;MakeTicket;Monica;1970/01/04 21:26:00.000;1970/01/04 21:29:00.000;Variant 2;2;;;;;E;;8813
370;ArrangeSurvey;Monica;1970/01/04 21:29:00.000;1970/01/05 15:49:00.000;Variant 2;2;;;;;;;
370;InformClientSurvey;System;1970/01/05 15:49:00.000;1970/01/05 15:49:00.000;Variant 2;2;;;;;;;
370;Survey;Cindy;1970/01/09 04:37:00.000;1970/01/09 05:09:00.000;Variant 2;2;220;2;true;;;;
370;InternRepair;Edd;1970/01/09 22:08:00.000;1970/01/10 02:10:00.000;Variant 2;2;;;;;;;
370;RepairReady;System;1970/01/10 02:10:00.000;1970/01/10 02:10:00.000;Variant 2;2;;;;true;;;
370;SendTicketToFinAdmin;System;1970/01/10 03:01:00.000;1970/01/10 03:01:00.000;Variant 2;2;;;;;;;
370;ReadyInformClient;System;1970/01/10 03:02:00.000;1970/01/10 03:02:00.000;Variant 2;2;;;;true;;;
370;TicketReady;System;1970/01/10 03:02:00.000;1970/01/10 03:02:00.000;Variant 2;2;;;;;;;
371;FirstContact;Dian;1970/01/02 03:15:00.000;1970/01/02 03:15:00.000;Variant 1;1;;;;;;Letter;
371;MakeTicket;Dian;1970/01/02 03:15:00.000;1970/01/02 03:22:00.000;Variant 1;1;;;;;B;;9525
371;ArrangeSurvey;Dian;1970/01/02 03:22:00.000;1970/01/02 03:27:00.000;Variant 1;1;;;;;;;
371;InformClientSurvey;System;1970/01/02 03:27:00.000;1970/01/02 03:27:00.000;Variant 1;1;;;;;;;
371;Survey;Ben;1970/01/02 03:27:00.000;1970/01/02 03:47:00.000;Variant 1;1;160;3;true;;;;
371;InternRepair;Eric;1970/01/02 03:47:00.000;1970/01/02 06:11:00.000;Variant 1;1;;;;;;;
371;RepairReady;System;1970/01/02 06:11:00.000;1970/01/02 06:11:00.000;Variant 1;1;;;;true;;;
371;ReadyInformClient;System;1970/01/02 11:12:00.000;1970/01/02 11:12:00.000;Variant 1;1;;;;true;;;
