Case ID;Activity;Resource;Start Timestamp;Complete Timestamp;Variant;Variant index;defectFixed;defectType;numberRepairs;phoneType
274;Repair (Simple);SolverS2;1970/01/07 20:16:00.000;1970/01/07 20:28:00.000;Variant 3;3;;;;
274;Test Repair;Tester2;1970/01/07 20:28:00.000;1970/01/07 20:34:00.000;Variant 3;3;true;;1;
274;Inform User;System;1970/01/07 20:36:00.000;1970/01/07 20:36:00.000;Variant 3;3;;;;
274;Archive Repair;System;1970/01/07 20:44:00.000;1970/01/07 20:44:00.000;Variant 3;3;true;;1;
275;Register;System;1970/01/07 18:18:00.000;1970/01/07 18:18:00.000;Variant 1;1;;;;
275;Analyze Defect;Tester2;1970/01/07 18:18:00.000;1970/01/07 18:23:00.000;Variant 1;1;;6;;T2
275;Repair (Complex);SolverC3;1970/01/07 18:39:00.000;1970/01/07 19:21:00.000;Variant 1;1;;;;
275;Inform User;System;1970/01/07 18:43:00.000;1970/01/07 18:43:00.000;Variant 1;1;;;;
275;Test Repair;Tester2;1970/01/07 19:21:00.000;1970/01/07 19:26:00.000;Variant 1;1;true;;0;
275;Archive Repair;System;1970/01/07 19:33:00.000;1970/01/07 19:33:00.000;Variant 1;1;true;;0;
276;Register;System;1970/01/06 18:18:00.000;1970/01/06 18:18:00.000;Variant 1;1;;;;
276;Analyze Defect;Tester2;1970/01/06 18:18:00.000;1970/01/06 18:28:00.000;Variant 1;1;;6;;T2
276;Repair (Complex);SolverC3;1970/01/06 18:56:00.000;1970/01/06 19:38:00.000;Variant 1;1;;;;
276;Inform User;System;1970/01/06 19:11:00.000;1970/01/06 19:11:00.000;Variant 1;1;;;;
276;Test Repair;Tester5;1970/01/06 19:38:00.000;1970/01/06 19:44:00.000;Variant 1;1;true;;0;
276;Archive Repair;System;1970/01/06 19:52:00.000;1970/01/06 19:52:00.000;Variant 1;1;true;;0;
277;Register;System;1970/01/08 05:44:00.000;1970/01/08 05:44:00.000;Variant 1;1;;;;
277;Analyze Defect;Tester1;1970/01/08 05:44:00.000;1970/01/08 05:50:00.000;Variant 1;1;;8;;T1
277;Repair (Complex);SolverC3;1970/01/08 05:58:00.000;1970/01/08 06:47:00.000;Variant 1;1;;;;
277;Inform User;System;1970/01/08 06:18:00.000;1970/01/08 06:18:00.000;Variant 1;1;;;;
277;Test Repair;Tester5;1970/01/08 06:47:00.000;1970/01/08 06:54:00.000;Variant 1;1;true;;0;
277;Archive Repair;System;1970/01/08 07:04:00.000;1970/01/08 07:04:00.000;Variant 1;1;true;;0;
278;Register;System;1970/01/07 07:10:00.000;1970/01/07 07:10:00.000;Variant 3;3;;;;
278;Analyze Defect;Tester2;1970/01/07 07:10:00.000;1970/01/07 07:16:00.000;Variant 3;3;;3;;T2
278;Repair (Simple);SolverS3;1970/01/07 07:25:00.000;1970/01/07 07:44:00.000;Variant 3;3;;;;
278;Test Repair;Tester5;1970/01/07 07:44:00.000;1970/01/07 07:54:00.000;Variant 3;3;true;;1;
278;Inform User;System;1970/01/07 07:52:00.000;1970/01/07 07:52:00.000;Variant 3;3;;;;
278;Archive Repair;System;1970/01/07 07:59:00.000;1970/01/07 07:59:00.000;Variant 3;3;true;;1;
279;Register;System;1970/01/07 08:52:00.000;1970/01/07 08:52:00.000;Variant 9;9;;;;
279;Analyze Defect;Tester6;1970/01/07 08:52:00.000;1970/01/07 08:59:00.000;Variant 9;9;;4;;T1
279;Inform User;System;1970/01/07 09:16:00.000;1970/01/07 09:16:00.000;Variant 9;9;;;;
279;Repair (Simple);SolverS2;1970/01/07 09:17:00.000;1970/01/07 09:32:00.000;Variant 9;9;;;;
279;Test Repair;Tester4;1970/01/07 09:32:00.000;1970/01/07 09:37:00.000;Variant 9;9;true;;1;
279;Archive Repair;System;1970/01/07 09:47:00.000;1970/01/07 09:47:00.000;Variant 9;9;true;;1;
28;Register;System;1970/01/02 08:00:00.000;1970/01/02 08:00:00.000;Variant 4;4;;;;
28;Analyze Defect;Tester4;1970/01/02 08:00:00.000;1970/01/02 08:08:00.000;Variant 4;4;;7;;T1
28;Inform User;System;1970/01/02 08:25:00.000;1970/01/02 08:25:00.000;Variant 4;4;;;;
28;Repair (Complex);SolverC3;1970/01/02 08:28:00.000;1970/01/02 09:09:00.000;Variant 4;4;;;;
28;Test Repair;Tester5;1970/01/02 09:09:00.000;1970/01/02 09:19:00.000;Variant 4;4;true;;0;
28;Archive Repair;System;1970/01/02 09:29:00.000;1970/01/02 09:29:00.000;Variant 4;4;true;;0;
280;Register;System;1970/01/07 03:28:00.000;1970/01/07 03:28:00.000;Variant 11;11;;;;
280;Analyze Defect;Tester5;1970/01/07 03:28:00.000;1970/01/07 03:33:00.000;Variant 11;11;;5;;T1
280;Repair (Simple);SolverS1;1970/01/07 03:35:00.000;1970/01/07 03:40:00.000;Variant 11;11;;;;
280;Test Repair;Tester3;1970/01/07 03:40:00.000;1970/01/07 03:46:00.000;Variant 11;11;false;;1;
280;Restart Repair;System;1970/01/07 03:54:00.000;1970/01/07 03:54:00.000;Variant 11;11;;;;
280;Repair (Simple);SolverS3;1970/01/07 03:54:00.000;1970/01/07 04:05:00.000;Variant 11;11;;;;
280;Test Repair;Tester5;1970/01/07 04:05:00.000;1970/01/07 04:12:00.000;Variant 11;11;true;;2;
280;Inform User;System;1970/01/07 04:15:00.000;1970/01/07 04:15:00.000;Variant 11;11;;;;
280;Archive Repair;System;1970/01/07 04:19:00.000;1970/01/07 04:19:00.000;Variant 11;11;true;;2;
281;Register;System;1970/01/07 14:17:00.000;1970/01/07 14:17:00.000;Variant 20;20;;;;
281;Analyze Defect;Tester3;1970/01/07 14:17:00.000;1970/01/07 14:22:00.000;Variant 20;20;;5;;T3
281;Repair (Simple);SolverS1;1970/01/07 14:36:00.000;1970/01/07 14:41:00.000;Variant 20;20;;;;
281;Test Repair;Tester5;1970/01/07 14:41:00.000;1970/01/07 14:48:00.000;Variant 20;20;false;;1;
281;Restart Repair;System;1970/01/07 14:56:00.000;1970/01/07 14:56:00.000;Variant 20;20;;;;
281;Repair (Complex);SolverC2;1970/01/07 14:56:00.000;1970/01/07 15:14:00.000;Variant 20;20;;;;
281;Inform User;System;1970/01/07 14:57:00.000;1970/01/07 14:57:00.000;Variant 20;20;;;;
281;Test Repair;Tester1;1970/01/07 15:14:00.000;1970/01/07 15:19:00.000;Variant 20;20;true;;1;
281;Archive Repair;System;1970/01/07 15:25:00.000;1970/01/07 15:25:00.000;Variant 20;20;true;;1;
282;Register;System;1970/01/07 06:12:00.000;1970/01/07 06:12:00.000;Variant 2;2;;;;
282;Analyze Defect;Tester1;1970/01/07 06:12:00.000;1970/01/07 06:18:00.000;Variant 2;2;;6;;T2
282;Repair (Complex);SolverC2;1970/01/07 06:37:00.000;1970/01/07 06:51:00.000;Variant 2;2;;;;
282;Test Repair;Tester4;1970/01/07 06:51:00.000;1970/01/07 06:59:00.000;Variant 2;2;true;;0;
282;Inform User;System;1970/01/07 07:04:00.000;1970/01/07 07:04:00.000;Variant 2;2;;;;
282;Archive Repair;System;1970/01/07 07:05:00.000;1970/01/07 07:05:00.000;Variant 2;2;true;;0;
283;Register;System;1970/01/08 08:27:00.000;1970/01/08 08:27:00.000;Variant 23;23;;;;
283;Analyze Defect;Tester6;1970/01/08 08:27:00.000;1970/01/08 08:35:00.000;Variant 23;23;;9;;T1
283;Repair (Complex);SolverC2;1970/01/08 08:59:00.000;1970/01/08 09:09:00.000;Variant 23;23;;;;
283;Test Repair;Tester5;1970/01/08 09:09:00.000;1970/01/08 09:16:00.000;Variant 23;23;false;;0;
283;Inform User;System;1970/01/08 09:16:00.000;1970/01/08 09:16:00.000;Variant 23;23;;;;
283;Restart Repair;System;1970/01/08 09:21:00.000;1970/01/08 09:21:00.000;Variant 23;23;;;;
283;Repair (Complex);SolverC2;1970/01/08 09:21:00.000;1970/01/08 09:40:00.000;Variant 23;23;;;;
283;Test Repair;Tester5;1970/01/08 09:40:00.000;1970/01/08 09:47:00.000;Variant 23;23;true;;0;
283;Archive Repair;System;1970/01/08 09:53:00.000;1970/01/08 09:53:00.000;Variant 23;23;true;;0;
284;Register;System;1970/01/08 08:21:00.000;1970/01/08 08:21:00.000;Variant 1;1;;;;
284;Analyze Defect;Tester1;1970/01/08 08:21:00.000;1970/01/08 08:31:00.000;Variant 1;1;;9;;T3
284;Repair (Complex);SolverC3;1970/01/08 08:52:00.000;1970/01/08 09:32:00.000;Variant 1;1;;;;
284;Inform User;System;1970/01/08 08:54:00.000;1970/01/08 08:54:00.000;Variant 1;1;;;;
284;Test Repair;Tester6;1970/01/08 09:32:00.000;1970/01/08 09:41:00.000;Variant 1;1;true;;0;
284;Archive Repair;System;1970/01/08 09:49:00.000;1970/01/08 09:49:00.000;Variant 1;1;true;;0;
285;Register;System;1970/01/07 16:41:00.000;1970/01/07 16:41:00.000;Variant 4;4;;;;
285;Analyze Defect;Tester4;1970/01/07 16:41:00.000;1970/01/07 16:49:00.000;Variant 4;4;;8;;T2
285;Inform User;System;1970/01/07 17:12:00.000;1970/01/07 17:12:00.000;Variant 4;4;;;;
285;Repair (Complex);SolverC2;1970/01/07 17:15:00.000;1970/01/07 17:33:00.000;Variant 4;4;;;;
285;Test Repair;Tester4;1970/01/07 17:33:00.000;1970/01/07 17:40:00.000;Variant 4;4;true;;0;
285;Archive Repair;System;1970/01/07 17:46:00.000;1970/01/07 17:46:00.000;Variant 4;4;true;;0;
286;Register;System;1970/01/07 17:51:00.000;1970/01/07 17:51:00.000;Variant 1;1;;;;
286;Analyze Defect;Tester6;1970/01/07 17:51:00.000;1970/01/07 18:00:00.000;Variant 1;1;;6;;T2
286;Repair (Complex);SolverC2;1970/01/07 18:20:00.000;1970/01/07 18:39:00.000;Variant 1;1;;;;
286;Inform User;System;1970/01/07 18:28:00.000;1970/01/07 18:28:00.000;Variant 1;1;;;;
286;Test Repair;Tester2;1970/01/07 18:39:00.000;1970/01/07 18:45:00.000;Variant 1;1;true;;0;
286;Archive Repair;System;1970/01/07 18:55:00.000;1970/01/07 18:55:00.000;Variant 1;1;true;;0;
287;Register;System;1970/01/07 03:03:00.000;1970/01/07 03:03:00.000;Variant 2;2;;;;
287;Analyze Defect;Tester2;1970/01/07 03:03:00.000;1970/01/07 03:09:00.000;Variant 2;2;;6;;T3
287;Repair (Complex);SolverC1;1970/01/07 03:32:00.000;1970/01/07 03:46:00.000;Variant 2;2;;;;
287;Test Repair;Tester6;1970/01/07 03:46:00.000;1970/01/07 03:54:00.000;Variant 2;2;true;;0;
287;Inform User;System;1970/01/07 03:58:00.000;1970/01/07 03:58:00.000;Variant 2;2;;;;
287;Archive Repair;System;1970/01/07 04:01:00.000;1970/01/07 04:01:00.000;Variant 2;2;true;;0;
288;Register;System;1970/01/07 08:02:00.000;1970/01/07 08:02:00.000;Variant 5;5;;;;
288;Analyze Defect;Tester1;1970/01/07 08:02:00.000;1970/01/07 08:11:00.000;Variant 5;5;;2;;T1
288;Repair (Simple);SolverS3;1970/01/07 08:27:00.000;1970/01/07 08:40:00.000;Variant 5;5;;;;
288;Inform User;System;1970/01/07 08:37:00.000;1970/01/07 08:37:00.000;Variant 5;5;;;;
288;Test Repair;Tester3;1970/01/07 08:40:00.000;1970/01/07 08:48:00.000;Variant 5;5;true;;1;
288;Archive Repair;System;1970/01/07 08:53:00.000;1970/01/07 08:53:00.000;Variant 5;5;true;;1;
289;Register;System;1970/01/08 12:53:00.000;1970/01/08 12:53:00.000;Variant 25;25;;;;
289;Analyze Defect;Tester6;1970/01/08 12:53:00.000;1970/01/08 13:00:00.000;Variant 25;25;;3;;T2
289;Inform User;System;1970/01/08 13:23:00.000;1970/01/08 13:23:00.000;Variant 25;25;;;;
289;Repair (Simple);SolverS1;1970/01/08 13:30:00.000;1970/01/08 13:36:00.000;Variant 25;25;;;;
289;Test Repair;Tester1;1970/01/08 13:36:00.000;1970/01/08 13:41:00.000;Variant 25;25;false;;1;
289;Restart Repair;System;1970/01/08 13:51:00.000;1970/01/08 13:51:00.000;Variant 25;25;;;;
289;Repair (Simple);SolverS2;1970/01/08 13:51:00.000;1970/01/08 14:01:00.000;Variant 25;25;;;;
289;Test Repair;Tester2;1970/01/08 14:01:00.000;1970/01/08 14:08:00.000;Variant 25;25;false;;2;
289;Restart Repair;System;1970/01/08 14:14:00.000;1970/01/08 14:14:00.000;Variant 25;25;;;;
289;Repair (Simple);SolverS3;1970/01/08 14:14:00.000;1970/01/08 14:24:00.000;Variant 25;25;;;;
289;Test Repair;Tester6;1970/01/08 14:24:00.000;1970/01/08 14:30:00.000;Variant 25;25;true;;3;
289;Archive Repair;System;1970/01/08 14:38:00.000;1970/01/08 14:38:00.000;Variant 25;25;true;;3;
29;Register;System;1970/01/02 17:07:00.000;1970/01/02 17:07:00.000;Variant 1;1;;;;
29;Analyze Defect;Tester2;1970/01/02 17:07:00.000;1970/01/02 17:17:00.000;Variant 1;1;;10;;T2
29;Repair (Complex);SolverC3;1970/01/02 17:35:00.000;1970/01/02 18:22:00.000;Variant 1;1;;;;
29;Inform User;System;1970/01/02 17:47:00.000;1970/01/02 17:47:00.000;Variant 1;1;;;;
29;Test Repair;Tester6;1970/01/02 18:22:00.000;1970/01/02 18:29:00.000;Variant 1;1;true;;0;
29;Archive Repair;System;1970/01/02 18:36:00.000;1970/01/02 18:36:00.000;Variant 1;1;true;;0;
290;Register;System;1970/01/07 14:11:00.000;1970/01/07 14:11:00.000;Variant 17;17;;;;
290;Analyze Defect;Tester3;1970/01/07 14:11:00.000;1970/01/07 14:17:00.000;Variant 17;17;;1;;T3
290;Inform User;System;1970/01/07 14:38:00.000;1970/01/07 14:38:00.000;Variant 17;17;;;;
290;Repair (Simple);SolverS1;1970/01/07 14:46:00.000;1970/01/07 14:53:00.000;Variant 17;17;;;;
290;Test Repair;Tester4;1970/01/07 14:53:00.000;1970/01/07 14:59:00.000;Variant 17;17;false;;1;
290;Restart Repair;System;1970/01/07 15:07:00.000;1970/01/07 15:07:00.000;Variant 17;17;;;;
290;Repair (Simple);SolverS2;1970/01/07 15:07:00.000;1970/01/07 15:22:00.000;Variant 17;17;;;;
290;Test Repair;Tester5;1970/01/07 15:22:00.000;1970/01/07 15:28:00.000;Variant 17;17;true;;2;
290;Archive Repair;System;1970/01/07 15:37:00.000;1970/01/07 15:37:00.000;Variant 17;17;true;;2;
291;Register;System;1970/01/07 10:01:00.000;1970/01/07 10:01:00.000;Variant 1;1;;;;
291;Analyze Defect;Tester6;1970/01/07 10:01:00.000;1970/01/07 10:11:00.000;Variant 1;1;;7;;T2
291;Repair (Complex);SolverC3;1970/01/07 10:24:00.000;1970/01/07 11:06:00.000;Variant 1;1;;;;
291;Inform User;System;1970/01/07 10:51:00.000;1970/01/07 10:51:00.000;Variant 1;1;;;;
291;Test Repair;Tester1;1970/01/07 11:06:00.000;1970/01/07 11:14:00.000;Variant 1;1;true;;0;
291;Archive Repair;System;1970/01/07 11:21:00.000;1970/01/07 11:21:00.000;Variant 1;1;true;;0;
292;Register;System;1970/01/07 12:24:00.000;1970/01/07 12:24:00.000;Variant 2;2;;;;
292;Analyze Defect;Tester6;1970/01/07 12:24:00.000;1970/01/07 12:29:00.000;Variant 2;2;;8;;T1
292;Repair (Complex);SolverC2;1970/01/07 12:38:00.000;1970/01/07 12:58:00.000;Variant 2;2;;;;
292;Test Repair;Tester6;1970/01/07 12:58:00.000;1970/01/07 13:05:00.000;Variant 2;2;true;;0;
292;Inform User;System;1970/01/07 13:01:00.000;1970/01/07 13:01:00.000;Variant 2;2;;;;
292;Archive Repair;System;1970/01/07 13:10:00.000;1970/01/07 13:10:00.000;Variant 2;2;true;;0;
293;Register;System;1970/01/07 22:34:00.000;1970/01/07 22:34:00.000;Variant 1;1;;;;
293;Analyze Defect;Tester6;1970/01/07 22:34:00.000;1970/01/07 22:43:00.000;Variant 1;1;;10;;T2
293;Repair (Complex);SolverC3;1970/01/07 23:02:00.000;1970/01/07 23:43:00.000;Variant 1;1;;;;
293;Inform User;System;1970/01/07 23:29:00.000;1970/01/07 23:29:00.000;Variant 1;1;;;;
293;Test Repair;Tester4;1970/01/07 23:43:00.000;1970/01/07 23:52:00.000;Variant 1;1;true;;0;
293;Archive Repair;System;1970/01/07 23:59:00.000;1970/01/07 23:59:00.000;Variant 1;1;true;;0;
294;Register;System;1970/01/08 03:30:00.000;1970/01/08 03:30:00.000;Variant 1;1;;;;
294;Analyze Defect;Tester4;1970/01/08 03:30:00.000;1970/01/08 03:37:00.000;Variant 1;1;;8;;T3
294;Repair (Complex);SolverC2;1970/01/08 04:04:00.000;1970/01/08 04:21:00.000;Variant 1;1;;;;
294;Inform User;System;1970/01/08 04:18:00.000;1970/01/08 04:18:00.000;Variant 1;1;;;;
294;Test Repair;Tester2;1970/01/08 04:21:00.000;1970/01/08 04:30:00.000;Variant 1;1;true;;0;
294;Archive Repair;System;1970/01/08 04:35:00.000;1970/01/08 04:35:00.000;Variant 1;1;true;;0;
295;Register;System;1970/01/07 10:29:00.000;1970/01/07 10:29:00.000;Variant 22;22;;;;
295;Analyze Defect;Tester6;1970/01/07 10:29:00.000;1970/01/07 10:38:00.000;Variant 22;22;;1;;T1
295;Repair (Simple);SolverS1;1970/01/07 11:05:00.000;1970/01/07 11:11:00.000;Variant 22;22;;;;
295;Inform User;System;1970/01/07 11:09:00.000;1970/01/07 11:09:00.000;Variant 22;22;;;;
295;Test Repair;Tester3;1970/01/07 11:11:00.000;1970/01/07 11:18:00.000;Variant 22;22;false;;1;
295;Restart Repair;System;1970/01/07 11:25:00.000;1970/01/07 11:25:00.000;Variant 22;22;;;;
295;Repair (Simple);SolverS3;1970/01/07 11:25:00.000;1970/01/07 11:35:00.000;Variant 22;22;;;;
295;Test Repair;Tester2;1970/01/07 11:35:00.000;1970/01/07 11:43:00.000;Variant 22;22;true;;2;
295;Archive Repair;System;1970/01/07 11:52:00.000;1970/01/07 11:52:00.000;Variant 22;22;true;;2;
296;Register;System;1970/01/08 02:35:00.000;1970/01/08 02:35:00.000;Variant 2;2;;;;
296;Analyze Defect;Tester5;1970/01/08 02:35:00.000;1970/01/08 02:42:00.000;Variant 2;2;;10;;T1
296;Repair (Complex);SolverC1;1970/01/08 02:50:00.000;1970/01/08 03:04:00.000;Variant 2;2;;;;
296;Test Repair;Tester2;1970/01/08 03:04:00.000;1970/01/08 03:14:00.000;Variant 2;2;true;;0;
296;Inform User;System;1970/01/08 03:12:00.000;1970/01/08 03:12:00.000;Variant 2;2;;;;
296;Archive Repair;System;1970/01/08 03:22:00.000;1970/01/08 03:22:00.000;Variant 2;2;true;;0;
297;Register;System;1970/01/07 23:57:00.000;1970/01/07 23:57:00.000;Variant 4;4;;;;
297;Analyze Defect;Tester6;1970/01/07 23:57:00.000;1970/01/08 00:02:00.000;Variant 4;4;;10;;T1
297;Inform User;System;1970/01/08 00:26:00.000;1970/01/08 00:26:00.000;Variant 4;4;;;;
297;Repair (Complex);SolverC3;1970/01/08 00:26:00.000;1970/01/08 01:12:00.000;Variant 4;4;;;;
297;Test Repair;Tester5;1970/01/08 01:12:00.000;1970/01/08 01:18:00.000;Variant 4;4;true;;0;
297;Archive Repair;System;1970/01/08 01:25:00.000;1970/01/08 01:25:00.000;Variant 4;4;true;;0;
298;Register;System;1970/01/08 09:47:00.000;1970/01/08 09:47:00.000;Variant 4;4;;;;
298;Analyze Defect;Tester4;1970/01/08 09:47:00.000;1970/01/08 09:55:00.000;Variant 4;4;;6;;T3
298;Inform User;System;1970/01/08 10:14:00.000;1970/01/08 10:14:00.000;Variant 4;4;;;;
298;Repair (Complex);SolverC2;1970/01/08 10:18:00.000;1970/01/08 10:31:00.000;Variant 4;4;;;;
298;Test Repair;Tester1;1970/01/08 10:31:00.000;1970/01/08 10:37:00.000;Variant 4;4;true;;0;
298;Archive Repair;System;1970/01/08 10:43:00.000;1970/01/08 10:43:00.000;Variant 4;4;true;;0;
299;Register;System;1970/01/07 16:19:00.000;1970/01/07 16:19:00.000;Variant 5;5;;;;
299;Analyze Defect;Tester2;1970/01/07 16:19:00.000;1970/01/07 16:28:00.000;Variant 5;5;;2;;T3
299;Repair (Simple);SolverS3;1970/01/07 16:56:00.000;1970/01/07 17:07:00.000;Variant 5;5;;;;
299;Inform User;System;1970/01/07 17:01:00.000;1970/01/07 17:01:00.000;Variant 5;5;;;;
299;Test Repair;Tester1;1970/01/07 17:07:00.000;1970/01/07 17:17:00.000;Variant 5;5;true;;1;
299;Archive Repair;System;1970/01/07 17:26:00.000;1970/01/07 17:26:00.000;Variant 5;5;true;;1;
3;Register;System;1970/01/01 09:09:00.000;1970/01/01 09:09:00.000;Variant 5;5;;;;
3;Analyze Defect;Tester3;1970/01/01 09:09:00.000;1970/01/01 09:19:00.000;Variant 5;5;;2;;T2
3;Repair (Simple);SolverS3;1970/01/01 09:34:00.000;1970/01/01 09:46:00.000;Variant 5;5;;;;
3;Inform User;System;1970/01/01 09:43:00.000;1970/01/01 09:43:00.000;Variant 5;5;;;;
3;Test Repair;Tester2;1970/01/01 09:46:00.000;1970/01/01 09:52:00.000;Variant 5;5;true;;1;
3;Archive Repair;System;1970/01/01 09:57:00.000;1970/01/01 09:57:00.000;Variant 5;5;true;;1;
30;Register;System;1970/01/01 21:05:00.000;1970/01/01 21:05:00.000;Variant 4;4;;;;
30;Analyze Defect;Tester4;1970/01/01 21:05:00.000;1970/01/01 21:13:00.000;Variant 4;4;;8;;T2
30;Inform User;System;1970/01/01 21:28:00.000;1970/01/01 21:28:00.000;Variant 4;4;;;;
30;Repair (Complex);SolverC2;1970/01/01 21:36:00.000;1970/01/01 21:49:00.000;Variant 4;4;;;;
30;Test Repair;Tester4;1970/01/01 21:49:00.000;1970/01/01 21:54:00.000;Variant 4;4;true;;0;
30;Archive Repair;System;1970/01/01 22:03:00.000;1970/01/01 22:03:00.000;Variant 4;4;true;;0;
300;Register;System;1970/01/07 16:49:00.000;1970/01/07 16:49:00.000;Variant 1;1;;;;
300;Analyze Defect;Tester3;1970/01/07 16:49:00.000;1970/01/07 16:57:00.000;Variant 1;1;;7;;T1
300;Repair (Complex);SolverC1;1970/01/07 17:26:00.000;1970/01/07 17:46:00.000;Variant 1;1;;;;
300;Inform User;System;1970/01/07 17:27:00.000;1970/01/07 17:27:00.000;Variant 1;1;;;;
300;Test Repair;Tester3;1970/01/07 17:46:00.000;1970/01/07 17:51:00.000;Variant 1;1;true;;0;
300;Archive Repair;System;1970/01/07 18:00:00.000;1970/01/07 18:00:00.000;Variant 1;1;true;;0;
301;Register;System;1970/01/07 15:13:00.000;1970/01/07 15:13:00.000;Variant 18;18;;;;
301;Analyze Defect;Tester6;1970/01/07 15:13:00.000;1970/01/07 15:22:00.000;Variant 18;18;;2;;T3
301;Repair (Simple);SolverS2;1970/01/07 15:29:00.000;1970/01/07 15:37:00.000;Variant 18;18;;;;
301;Test Repair;Tester6;1970/01/07 15:37:00.000;1970/01/07 15:42:00.000;Variant 18;18;false;;1;
301;Restart Repair;System;1970/01/07 15:48:00.000;1970/01/07 15:48:00.000;Variant 18;18;;;;
301;Repair (Simple);SolverS1;1970/01/07 15:48:00.000;1970/01/07 15:53:00.000;Variant 18;18;;;;
301;Inform User;System;1970/01/07 15:50:00.000;1970/01/07 15:50:00.000;Variant 18;18;;;;
301;Test Repair;Tester3;1970/01/07 15:53:00.000;1970/01/07 16:01:00.000;Variant 18;18;false;;2;
301;Restart Repair;System;1970/01/07 16:11:00.000;1970/01/07 16:11:00.000;Variant 18;18;;;;
301;Repair (Simple);SolverS3;1970/01/07 16:11:00.000;1970/01/07 16:25:00.000;Variant 18;18;;;;
301;Test Repair;Tester3;1970/01/07 16:25:00.000;1970/01/07 16:34:00.000;Variant 18;18;true;;3;
301;Archive Repair;System;1970/01/07 16:44:00.000;1970/01/07 16:44:00.000;Variant 18;18;true;;3;
302;Register;System;1970/01/07 11:54:00.000;1970/01/07 11:54:00.000;Variant 19;19;;;;
302;Analyze Defect;Tester4;1970/01/07 11:54:00.000;1970/01/07 12:00:00.000;Variant 19;19;;9;;T3
302;Repair (Complex);SolverC2;1970/01/07 12:01:00.000;1970/01/07 12:11:00.000;Variant 19;19;;;;
302;Test Repair;Tester2;1970/01/07 12:11:00.000;1970/01/07 12:16:00.000;Variant 19;19;false;;0;
302;Restart Repair;System;1970/01/07 12:25:00.000;1970/01/07 12:25:00.000;Variant 19;19;;;;
302;Repair (Complex);SolverC1;1970/01/07 12:25:00.000;1970/01/07 12:43:00.000;Variant 19;19;;;;
302;Inform User;System;1970/01/07 12:29:00.000;1970/01/07 12:29:00.000;Variant 19;19;;;;
302;Test Repair;Tester1;1970/01/07 12:43:00.000;1970/01/07 12:52:00.000;Variant 19;19;true;;0;
302;Archive Repair;System;1970/01/07 12:57:00.000;1970/01/07 12:57:00.000;Variant 19;19;true;;0;
303;Register;System;1970/01/08 00:57:00.000;1970/01/08 00:57:00.000;Variant 2;2;;;;
303;Analyze Defect;Tester6;1970/01/08 00:57:00.000;1970/01/08 01:03:00.000;Variant 2;2;;10;;T2
303;Repair (Complex);SolverC2;1970/01/08 01:23:00.000;1970/01/08 01:38:00.000;Variant 2;2;;;;
303;Test Repair;Tester3;1970/01/08 01:38:00.000;1970/01/08 01:46:00.000;Variant 2;2;true;;0;
303;Inform User;System;1970/01/08 01:39:00.000;1970/01/08 01:39:00.000;Variant 2;2;;;;
303;Archive Repair;System;1970/01/08 01:53:00.000;1970/01/08 01:53:00.000;Variant 2;2;true;;0;
304;Register;System;1970/01/08 09:03:00.000;1970/01/08 09:03:00.000;Variant 3;3;;;;
304;Analyze Defect;Tester4;1970/01/08 09:03:00.000;1970/01/08 09:13:00.000;Variant 3;3;;1;;T1
304;Repair (Simple);SolverS2;1970/01/08 09:23:00.000;1970/01/08 09:34:00.000;Variant 3;3;;;;
304;Test Repair;Tester4;1970/01/08 09:34:00.000;1970/01/08 09:44:00.000;Variant 3;3;true;;1;
304;Inform User;System;1970/01/08 09:55:00.000;1970/01/08 09:55:00.000;Variant 3;3;;;;
304;Archive Repair;System;1970/01/08 09:55:00.000;1970/01/08 09:55:00.000;Variant 3;3;true;;1;
305;Register;System;1970/01/07 23:25:00.000;1970/01/07 23:25:00.000;Variant 2;2;;;;
305;Analyze Defect;Tester2;1970/01/07 23:25:00.000;1970/01/07 23:31:00.000;Variant 2;2;;8;;T3
305;Repair (Complex);SolverC2;1970/01/07 23:33:00.000;1970/01/07 23:52:00.000;Variant 2;2;;;;
305;Test Repair;Tester1;1970/01/07 23:52:00.000;1970/01/08 00:01:00.000;Variant 2;2;true;;0;
305;Inform User;System;1970/01/08 00:17:00.000;1970/01/08 00:17:00.000;Variant 2;2;;;;
305;Archive Repair;System;1970/01/08 00:17:00.000;1970/01/08 00:17:00.000;Variant 2;2;true;;0;
306;Register;System;1970/01/08 05:17:00.000;1970/01/08 05:17:00.000;Variant 5;5;;;;
306;Analyze Defect;Tester4;1970/01/08 05:17:00.000;1970/01/08 05:24:00.000;Variant 5;5;;1;;T3
306;Repair (Simple);SolverS3;1970/01/08 05:51:00.000;1970/01/08 06:09:00.000;Variant 5;5;;;;
306;Inform User;System;1970/01/08 05:58:00.000;1970/01/08 05:58:00.000;Variant 5;5;;;;
306;Test Repair;Tester5;1970/01/08 06:09:00.000;1970/01/08 06:19:00.000;Variant 5;5;true;;1;
306;Archive Repair;System;1970/01/08 06:27:00.000;1970/01/08 06:27:00.000;Variant 5;5;true;;1;
307;Register;System;1970/01/07 10:59:00.000;1970/01/07 10:59:00.000;Variant 1;1;;;;
307;Analyze Defect;Tester1;1970/01/07 10:59:00.000;1970/01/07 11:06:00.000;Variant 1;1;;10;;T1
