Case ID;Resource;Activity;Start Timestamp;Complete Timestamp;Variant;Variant index;EstimatedRepairTime;RepairCode;RepairInternally;RepairOK;RepairType;contact;objectKey
19;Anne;ImmediateRepair;1970/01/13 09:24:00.000;1970/01/13 11:36:00.000;Variant 3;3;;;;;;;
19;System;RepairReady;1970/01/13 11:36:00.000;1970/01/13 11:36:00.000;Variant 3;3;;;;true;;;
19;System;SendTicketToFinAdmin;1970/01/13 16:44:00.000;1970/01/13 16:44:00.000;Variant 3;3;;;;;;;
19;System;ReadyInformClient;1970/01/13 18:40:00.000;1970/01/13 18:40:00.000;Variant 3;3;;;;true;;;
19;System;TicketReady;1970/01/13 18:40:00.000;1970/01/13 18:40:00.000;Variant 3;3;;;;;;;
190;Monica;FirstContact;1970/01/04 17:54:00.000;1970/01/04 17:54:00.000;Variant 1;1;;;;;;Personal;
190;Monica;MakeTicket;1970/01/04 17:54:00.000;1970/01/04 17:56:00.000;Variant 1;1;;;;;E;;5130
190;Monica;ArrangeSurvey;1970/01/04 17:56:00.000;1970/01/04 18:00:00.000;Variant 1;1;;;;;;;
190;System;InformClientSurvey;1970/01/04 18:00:00.000;1970/01/04 18:00:00.000;Variant 1;1;;;;;;;
190;Cindy;Survey;1970/01/07 17:27:00.000;1970/01/07 17:54:00.000;Variant 1;1;220;2;true;;;;
190;Paul;InternRepair;1970/01/10 12:47:00.000;1970/01/10 16:27:00.000;Variant 1;1;;;;;;;
190;System;RepairReady;1970/01/10 16:27:00.000;1970/01/10 16:27:00.000;Variant 1;1;;;;true;;;
190;System;ReadyInformClient;1970/01/10 19:27:00.000;1970/01/10 19:27:00.000;Variant 1;1;;;;true;;;
190;System;SendTicketToFinAdmin;1970/01/10 23:35:00.000;1970/01/10 23:35:00.000;Variant 1;1;;;;;;;
190;System;TicketReady;1970/01/10 23:35:00.000;1970/01/10 23:35:00.000;Variant 1;1;;;;;;;
191;Monica;FirstContact;1970/01/05 06:04:00.000;1970/01/05 06:04:00.000;Variant 4;4;;;;;;Personal;
191;Monica;MakeTicket;1970/01/05 06:04:00.000;1970/01/05 06:06:00.000;Variant 4;4;;;;;P;;4921
191;Monica;ArrangeSurvey;1970/01/05 06:06:00.000;1970/01/05 06:10:00.000;Variant 4;4;;;;;;;
191;System;InformClientSurvey;1970/01/05 06:10:00.000;1970/01/05 06:10:00.000;Variant 4;4;;;;;;;
191;Jacky;Survey;1970/01/05 08:50:00.000;1970/01/05 09:34:00.000;Variant 4;4;120;1;true;;;;
191;Jacky;ImmediateRepair;1970/01/05 09:34:00.000;1970/01/05 11:46:00.000;Variant 4;4;;;;;;;
191;System;RepairReady;1970/01/05 11:46:00.000;1970/01/05 11:46:00.000;Variant 4;4;;;;true;;;
191;System;ReadyInformClient;1970/01/05 14:00:00.000;1970/01/05 14:00:00.000;Variant 4;4;;;;true;;;
191;System;SendTicketToFinAdmin;1970/01/05 17:22:00.000;1970/01/05 17:22:00.000;Variant 4;4;;;;;;;
191;System;TicketReady;1970/01/05 17:22:00.000;1970/01/05 17:22:00.000;Variant 4;4;;;;;;;
192;Monica;FirstContact;1970/01/03 05:07:00.000;1970/01/03 05:07:00.000;Variant 3;3;;;;;;Phone;
192;Monica;MakeTicket;1970/01/03 05:07:00.000;1970/01/03 05:09:00.000;Variant 3;3;;;;;P;;4630
192;Monica;ArrangeSurvey;1970/01/03 05:09:00.000;1970/01/03 05:12:00.000;Variant 3;3;;;;;;;
192;System;InformClientSurvey;1970/01/03 05:12:00.000;1970/01/03 05:12:00.000;Variant 3;3;;;;;;;
192;Barbara;Survey;1970/01/03 11:42:00.000;1970/01/03 12:25:00.000;Variant 3;3;120;1;true;;;;
192;Barbara;ImmediateRepair;1970/01/03 12:25:00.000;1970/01/03 14:37:00.000;Variant 3;3;;;;;;;
192;System;RepairReady;1970/01/03 14:37:00.000;1970/01/03 14:37:00.000;Variant 3;3;;;;true;;;
192;System;SendTicketToFinAdmin;1970/01/03 15:05:00.000;1970/01/03 15:05:00.000;Variant 3;3;;;;;;;
192;System;ReadyInformClient;1970/01/03 16:11:00.000;1970/01/03 16:11:00.000;Variant 3;3;;;;true;;;
192;System;TicketReady;1970/01/03 16:11:00.000;1970/01/03 16:11:00.000;Variant 3;3;;;;;;;
193;Monica;FirstContact;1970/01/01 22:14:00.000;1970/01/01 22:14:00.000;Variant 11;11;;;;;;Letter;
193;Monica;MakeTicket;1970/01/01 22:14:00.000;1970/01/01 22:19:00.000;Variant 11;11;;;;;P;;4713
193;Monica;ArrangeSurvey;1970/01/01 22:19:00.000;1970/01/01 22:23:00.000;Variant 11;11;;;;;;;
193;System;InformClientSurvey;1970/01/01 22:23:00.000;1970/01/01 22:23:00.000;Variant 11;11;;;;;;;
193;Barbara;Survey;1970/01/03 22:47:00.000;1970/01/03 23:24:00.000;Variant 11;11;240;2;true;;;;
193;Barbara;InternRepair;1970/01/04 01:53:00.000;1970/01/04 05:53:00.000;Variant 11;11;;;;;;;
193;Anne;InternRepair;1970/01/04 06:10:00.000;1970/01/04 10:34:00.000;Variant 11;11;;;;;;;
193;System;RepairReady;1970/01/04 10:34:00.000;1970/01/04 10:34:00.000;Variant 11;11;;;;true;;;
193;System;SendTicketToFinAdmin;1970/01/04 13:19:00.000;1970/01/04 13:19:00.000;Variant 11;11;;;;;;;
193;System;ReadyInformClient;1970/01/04 18:34:00.000;1970/01/04 18:34:00.000;Variant 11;11;;;;true;;;
193;System;TicketReady;1970/01/04 18:34:00.000;1970/01/04 18:34:00.000;Variant 11;11;;;;;;;
194;Dian;FirstContact;1970/01/06 15:00:00.000;1970/01/06 15:00:00.000;Variant 3;3;;;;;;Letter;
194;Dian;MakeTicket;1970/01/06 15:00:00.000;1970/01/06 15:03:00.000;Variant 3;3;;;;;P;;1803
194;Dian;ArrangeSurvey;1970/01/06 15:03:00.000;1970/01/06 15:05:00.000;Variant 3;3;;;;;;;
194;System;InformClientSurvey;1970/01/06 15:05:00.000;1970/01/06 15:05:00.000;Variant 3;3;;;;;;;
194;Anne;Survey;1970/01/10 21:50:00.000;1970/01/10 22:38:00.000;Variant 3;3;120;1;true;;;;
194;Anne;ImmediateRepair;1970/01/10 22:38:00.000;1970/01/11 00:50:00.000;Variant 3;3;;;;;;;
194;System;RepairReady;1970/01/11 00:50:00.000;1970/01/11 00:50:00.000;Variant 3;3;;;;true;;;
194;System;SendTicketToFinAdmin;1970/01/11 06:07:00.000;1970/01/11 06:07:00.000;Variant 3;3;;;;;;;
194;System;ReadyInformClient;1970/01/11 08:33:00.000;1970/01/11 08:33:00.000;Variant 3;3;;;;true;;;
194;System;TicketReady;1970/01/11 08:33:00.000;1970/01/11 08:33:00.000;Variant 3;3;;;;;;;
195;Dian;FirstContact;1970/01/06 23:06:00.000;1970/01/06 23:06:00.000;Variant 7;7;;;;;;Phone;
195;Dian;MakeTicket;1970/01/06 23:06:00.000;1970/01/06 23:08:00.000;Variant 7;7;;;;;P;;4247
195;Dian;ArrangeSurvey;1970/01/06 23:08:00.000;1970/01/06 23:12:00.000;Variant 7;7;;;;;;;
195;System;InformClientSurvey;1970/01/06 23:12:00.000;1970/01/06 23:12:00.000;Variant 7;7;;;;;;;
195;Anne;Survey;1970/01/09 20:34:00.000;1970/01/09 21:22:00.000;Variant 7;7;360;4;false;;;;
195;DoIt;ExternRepair;1970/01/09 21:22:00.000;1970/01/09 21:22:00.000;Variant 7;7;;;;;;;
195;System;RepairReady;1970/01/10 03:22:00.000;1970/01/10 03:22:00.000;Variant 7;7;;;;true;;;
195;System;ReadyInformClient;1970/01/10 04:04:00.000;1970/01/10 04:04:00.000;Variant 7;7;;;;true;;;
195;System;SendTicketToFinAdmin;1970/01/10 05:14:00.000;1970/01/10 05:14:00.000;Variant 7;7;;;;;;;
195;System;TicketReady;1970/01/10 05:14:00.000;1970/01/10 05:14:00.000;Variant 7;7;;;;;;;
196;Monica;FirstContact;1970/01/02 23:58:00.000;1970/01/02 23:58:00.000;Variant 5;5;;;;;;Web;
196;Monica;InformClientWrongPlace;1970/01/02 23:58:00.000;1970/01/02 23:58:00.000;Variant 5;5;;;;;;;
197;Dian;FirstContact;1970/01/01 04:25:00.000;1970/01/01 04:25:00.000;Variant 4;4;;;;;;Personal;
197;Dian;MakeTicket;1970/01/01 04:25:00.000;1970/01/01 04:30:00.000;Variant 4;4;;;;;P;;6269
197;Dian;ArrangeSurvey;1970/01/01 04:30:00.000;1970/01/01 04:33:00.000;Variant 4;4;;;;;;;
197;System;InformClientSurvey;1970/01/01 04:33:00.000;1970/01/01 04:33:00.000;Variant 4;4;;;;;;;
197;Anne;Survey;1970/01/01 07:35:00.000;1970/01/01 08:34:00.000;Variant 4;4;120;1;true;;;;
197;Anne;ImmediateRepair;1970/01/01 08:34:00.000;1970/01/01 10:22:00.000;Variant 4;4;;;;;;;
197;System;RepairReady;1970/01/01 10:22:00.000;1970/01/01 10:22:00.000;Variant 4;4;;;;true;;;
197;System;ReadyInformClient;1970/01/01 15:22:00.000;1970/01/01 15:22:00.000;Variant 4;4;;;;true;;;
197;System;SendTicketToFinAdmin;1970/01/01 17:20:00.000;1970/01/01 17:20:00.000;Variant 4;4;;;;;;;
197;System;TicketReady;1970/01/01 17:20:00.000;1970/01/01 17:20:00.000;Variant 4;4;;;;;;;
198;Dian;FirstContact;1969/12/31 21:13:00.000;1969/12/31 21:13:00.000;Variant 6;6;;;;;;Phone;
198;Dian;MakeTicket;1969/12/31 21:13:00.000;1969/12/31 21:15:00.000;Variant 6;6;;;;;B;;3020
198;Dian;ArrangeSurvey;1969/12/31 21:15:00.000;1969/12/31 21:18:00.000;Variant 6;6;;;;;;;
198;System;InformClientSurvey;1969/12/31 21:18:00.000;1969/12/31 21:18:00.000;Variant 6;6;;;;;;;
198;Lex;Survey;1969/12/31 21:18:00.000;1969/12/31 21:38:00.000;Variant 6;6;480;4;false;;;;
198;FixIt;ExternRepair;1969/12/31 21:38:00.000;1969/12/31 21:38:00.000;Variant 6;6;;;;;;;
198;System;RepairReady;1970/01/01 07:14:00.000;1970/01/01 07:14:00.000;Variant 6;6;;;;true;;;
198;System;SendTicketToFinAdmin;1970/01/01 09:46:00.000;1970/01/01 09:46:00.000;Variant 6;6;;;;;;;
198;System;ReadyInformClient;1970/01/01 10:27:00.000;1970/01/01 10:27:00.000;Variant 6;6;;;;true;;;
198;System;TicketReady;1970/01/01 10:27:00.000;1970/01/01 10:27:00.000;Variant 6;6;;;;;;;
199;Monica;FirstContact;1970/01/06 05:31:00.000;1970/01/06 05:31:00.000;Variant 1;1;;;;;;Letter;
199;Monica;MakeTicket;1970/01/06 05:31:00.000;1970/01/06 05:33:00.000;Variant 1;1;;;;;B;;6568
199;Dian;ArrangeSurvey;1970/01/06 05:33:00.000;1970/01/06 07:06:00.000;Variant 1;1;;;;;;;
199;System;InformClientSurvey;1970/01/06 07:06:00.000;1970/01/06 07:06:00.000;Variant 1;1;;;;;;;
199;Ben;Survey;1970/01/06 07:06:00.000;1970/01/06 07:39:00.000;Variant 1;1;240;2;true;;;;
199;Lex;InternRepair;1970/01/06 07:39:00.000;1970/01/06 12:27:00.000;Variant 1;1;;;;;;;
199;System;RepairReady;1970/01/06 12:27:00.000;1970/01/06 12:27:00.000;Variant 1;1;;;;true;;;
199;System;ReadyInformClient;1970/01/06 15:39:00.000;1970/01/06 15:39:00.000;Variant 1;1;;;;true;;;
199;System;SendTicketToFinAdmin;1970/01/06 18:30:00.000;1970/01/06 18:30:00.000;Variant 1;1;;;;;;;
199;System;TicketReady;1970/01/06 18:30:00.000;1970/01/06 18:30:00.000;Variant 1;1;;;;;;;
2;Dian;FirstContact;1970/01/07 17:17:00.000;1970/01/07 17:17:00.000;Variant 8;8;;;;;;Personal;
2;Dian;MakeTicket;1970/01/07 17:17:00.000;1970/01/07 17:21:00.000;Variant 8;8;;;;;P;;8161
2;Dian;ArrangeSurvey;1970/01/07 17:21:00.000;1970/01/07 17:25:00.000;Variant 8;8;;;;;;;
2;System;InformClientSurvey;1970/01/07 17:25:00.000;1970/01/07 17:25:00.000;Variant 8;8;;;;;;;
2;Anne;Survey;1970/01/11 16:19:00.000;1970/01/11 16:57:00.000;Variant 8;8;120;1;true;;;;
2;Anne;ImmediateRepair;1970/01/11 16:57:00.000;1970/01/11 18:57:00.000;Variant 8;8;;;;;;;
2;DoIt;ExternRepair;1970/01/11 18:57:00.000;1970/01/11 18:57:00.000;Variant 8;8;;;;;;;
2;System;RepairReady;1970/01/11 20:57:00.000;1970/01/11 20:57:00.000;Variant 8;8;;;;true;;;
2;System;ReadyInformClient;1970/01/11 23:17:00.000;1970/01/11 23:17:00.000;Variant 8;8;;;;true;;;
2;System;SendTicketToFinAdmin;1970/01/12 03:14:00.000;1970/01/12 03:14:00.000;Variant 8;8;;;;;;;
2;System;TicketReady;1970/01/12 03:14:00.000;1970/01/12 03:14:00.000;Variant 8;8;;;;;;;
20;Dian;FirstContact;1970/01/07 06:57:00.000;1970/01/07 06:57:00.000;Variant 2;2;;;;;;Phone;
20;Dian;MakeTicket;1970/01/07 06:57:00.000;1970/01/07 07:03:00.000;Variant 2;2;;;;;P;;2067
20;Dian;ArrangeSurvey;1970/01/07 07:03:00.000;1970/01/07 07:07:00.000;Variant 2;2;;;;;;;
20;System;InformClientSurvey;1970/01/07 07:07:00.000;1970/01/07 07:07:00.000;Variant 2;2;;;;;;;
20;Anne;Survey;1970/01/11 18:01:00.000;1970/01/11 18:48:00.000;Variant 2;2;240;2;true;;;;
20;Anne;InternRepair;1970/01/11 18:48:00.000;1970/01/11 22:48:00.000;Variant 2;2;;;;;;;
20;System;RepairReady;1970/01/11 22:48:00.000;1970/01/11 22:48:00.000;Variant 2;2;;;;true;;;
20;System;SendTicketToFinAdmin;1970/01/12 01:56:00.000;1970/01/12 01:56:00.000;Variant 2;2;;;;;;;
20;System;ReadyInformClient;1970/01/12 02:52:00.000;1970/01/12 02:52:00.000;Variant 2;2;;;;true;;;
20;System;TicketReady;1970/01/12 02:52:00.000;1970/01/12 02:52:00.000;Variant 2;2;;;;;;;
200;Monica;FirstContact;1970/01/07 16:45:00.000;1970/01/07 16:45:00.000;Variant 3;3;;;;;;Web;
200;Monica;MakeTicket;1970/01/07 16:45:00.000;1970/01/07 16:48:00.000;Variant 3;3;;;;;P;;1658
200;Monica;ArrangeSurvey;1970/01/07 16:48:00.000;1970/01/07 16:53:00.000;Variant 3;3;;;;;;;
200;System;InformClientSurvey;1970/01/07 16:53:00.000;1970/01/07 16:53:00.000;Variant 3;3;;;;;;;
200;Jacky;Survey;1970/01/09 22:11:00.000;1970/01/09 23:05:00.000;Variant 3;3;120;1;true;;;;
200;Jacky;ImmediateRepair;1970/01/09 23:05:00.000;1970/01/10 01:17:00.000;Variant 3;3;;;;;;;
200;System;RepairReady;1970/01/10 01:17:00.000;1970/01/10 01:17:00.000;Variant 3;3;;;;true;;;
200;System;SendTicketToFinAdmin;1970/01/10 03:13:00.000;1970/01/10 03:13:00.000;Variant 3;3;;;;;;;
200;System;ReadyInformClient;1970/01/10 08:33:00.000;1970/01/10 08:33:00.000;Variant 3;3;;;;true;;;
200;System;TicketReady;1970/01/10 08:33:00.000;1970/01/10 08:33:00.000;Variant 3;3;;;;;;;
201;Dian;FirstContact;1970/01/05 19:50:00.000;1970/01/05 19:50:00.000;Variant 5;5;;;;;;Personal;
201;Dian;InformClientWrongPlace;1970/01/05 19:50:00.000;1970/01/05 19:50:00.000;Variant 5;5;;;;;;;
202;Monica;FirstContact;1970/01/03 03:03:00.000;1970/01/03 03:03:00.000;Variant 1;1;;;;;;Phone;
202;Monica;MakeTicket;1970/01/03 03:03:00.000;1970/01/03 03:09:00.000;Variant 1;1;;;;;E;;8327
202;Monica;ArrangeSurvey;1970/01/03 03:09:00.000;1970/01/03 03:12:00.000;Variant 1;1;;;;;;;
202;System;InformClientSurvey;1970/01/03 03:12:00.000;1970/01/03 03:12:00.000;Variant 1;1;;;;;;;
202;Cindy;Survey;1970/01/14 01:29:00.000;1970/01/14 02:28:00.000;Variant 1;1;240;1;true;;;;
202;Paul;InternRepair;1970/01/16 23:17:00.000;1970/01/17 03:41:00.000;Variant 1;1;;;;;;;
202;System;RepairReady;1970/01/17 03:41:00.000;1970/01/17 03:41:00.000;Variant 1;1;;;;true;;;
202;System;ReadyInformClient;1970/01/17 04:23:00.000;1970/01/17 04:23:00.000;Variant 1;1;;;;true;;;
202;System;SendTicketToFinAdmin;1970/01/17 04:59:00.000;1970/01/17 04:59:00.000;Variant 1;1;;;;;;;
202;System;TicketReady;1970/01/17 04:59:00.000;1970/01/17 04:59:00.000;Variant 1;1;;;;;;;
203;Monica;FirstContact;1970/01/04 16:16:00.000;1970/01/04 16:16:00.000;Variant 2;2;;;;;;Personal;
203;Monica;MakeTicket;1970/01/04 16:16:00.000;1970/01/04 16:21:00.000;Variant 2;2;;;;;E;;5223
203;Monica;ArrangeSurvey;1970/01/04 16:21:00.000;1970/01/04 16:26:00.000;Variant 2;2;;;;;;;
203;System;InformClientSurvey;1970/01/04 16:26:00.000;1970/01/04 16:26:00.000;Variant 2;2;;;;;;;
203;John;Survey;1970/01/10 10:05:00.000;1970/01/10 10:21:00.000;Variant 2;2;240;1;true;;;;
203;Cindy;InternRepair;1970/01/12 15:08:00.000;1970/01/12 19:08:00.000;Variant 2;2;;;;;;;
203;System;RepairReady;1970/01/12 19:08:00.000;1970/01/12 19:08:00.000;Variant 2;2;;;;true;;;
203;System;SendTicketToFinAdmin;1970/01/12 19:35:00.000;1970/01/12 19:35:00.000;Variant 2;2;;;;;;;
203;System;ReadyInformClient;1970/01/13 02:59:00.000;1970/01/13 02:59:00.000;Variant 2;2;;;;true;;;
203;System;TicketReady;1970/01/13 02:59:00.000;1970/01/13 02:59:00.000;Variant 2;2;;;;;;;
204;Dian;FirstContact;1970/01/04 19:39:00.000;1970/01/04 19:39:00.000;Variant 1;1;;;;;;Phone;
204;Dian;MakeTicket;1970/01/04 19:39:00.000;1970/01/04 19:45:00.000;Variant 1;1;;;;;E;;7330
204;Dian;ArrangeSurvey;1970/01/04 19:45:00.000;1970/01/04 19:49:00.000;Variant 1;1;;;;;;;
204;System;InformClientSurvey;1970/01/04 19:49:00.000;1970/01/04 19:49:00.000;Variant 1;1;;;;;;;
204;Edd;Survey;1970/01/13 21:30:00.000;1970/01/13 22:00:00.000;Variant 1;1;240;1;true;;;;
204;Paul;InternRepair;1970/01/15 13:47:00.000;1970/01/15 18:11:00.000;Variant 1;1;;;;;;;
204;System;RepairReady;1970/01/15 18:11:00.000;1970/01/15 18:11:00.000;Variant 1;1;;;;true;;;
204;System;ReadyInformClient;1970/01/15 18:47:00.000;1970/01/15 18:47:00.000;Variant 1;1;;;;true;;;
204;System;SendTicketToFinAdmin;1970/01/16 00:46:00.000;1970/01/16 00:46:00.000;Variant 1;1;;;;;;;
204;System;TicketReady;1970/01/16 00:46:00.000;1970/01/16 00:46:00.000;Variant 1;1;;;;;;;
205;Monica;FirstContact;1970/01/04 00:22:00.000;1970/01/04 00:22:00.000;Variant 3;3;;;;;;Phone;
205;Monica;MakeTicket;1970/01/04 00:22:00.000;1970/01/04 00:26:00.000;Variant 3;3;;;;;P;;3926
205;Monica;ArrangeSurvey;1970/01/04 00:26:00.000;1970/01/04 00:30:00.000;Variant 3;3;;;;;;;
205;System;InformClientSurvey;1970/01/04 00:30:00.000;1970/01/04 00:30:00.000;Variant 3;3;;;;;;;
205;Jacky;Survey;1970/01/08 20:37:00.000;1970/01/08 21:34:00.000;Variant 3;3;120;1;true;;;;
205;Jacky;ImmediateRepair;1970/01/08 21:34:00.000;1970/01/08 23:34:00.000;Variant 3;3;;;;;;;
205;System;RepairReady;1970/01/08 23:34:00.000;1970/01/08 23:34:00.000;Variant 3;3;;;;true;;;
205;System;SendTicketToFinAdmin;1970/01/09 02:38:00.000;1970/01/09 02:38:00.000;Variant 3;3;;;;;;;
205;System;ReadyInformClient;1970/01/09 06:04:00.000;1970/01/09 06:04:00.000;Variant 3;3;;;;true;;;
205;System;TicketReady;1970/01/09 06:04:00.000;1970/01/09 06:04:00.000;Variant 3;3;;;;;;;
206;Dian;FirstContact;1970/01/07 01:31:00.000;1970/01/07 01:31:00.000;Variant 2;2;;;;;;Personal;
206;Dian;MakeTicket;1970/01/07 01:31:00.000;1970/01/07 01:39:00.000;Variant 2;2;;;;;E;;6695
206;Dian;ArrangeSurvey;1970/01/07 01:39:00.000;1970/01/07 01:43:00.000;Variant 2;2;;;;;;;
206;System;InformClientSurvey;1970/01/07 01:43:00.000;1970/01/07 01:43:00.000;Variant 2;2;;;;;;;
206;Cindy;Survey;1970/01/13 20:55:00.000;1970/01/13 21:25:00.000;Variant 2;2;220;2;true;;;;
206;Cindy;InternRepair;1970/01/17 08:17:00.000;1970/01/17 11:35:00.000;Variant 2;2;;;;;;;
206;System;RepairReady;1970/01/17 11:35:00.000;1970/01/17 11:35:00.000;Variant 2;2;;;;true;;;
206;System;SendTicketToFinAdmin;1970/01/17 12:49:00.000;1970/01/17 12:49:00.000;Variant 2;2;;;;;;;
206;System;ReadyInformClient;1970/01/17 17:57:00.000;1970/01/17 17:57:00.000;Variant 2;2;;;;true;;;
206;System;TicketReady;1970/01/17 17:57:00.000;1970/01/17 17:57:00.000;Variant 2;2;;;;;;;
207;Dian;FirstContact;1970/01/06 20:47:00.000;1970/01/06 20:47:00.000;Variant 10;10;;;;;;Web;
207;Dian;MakeTicket;1970/01/06 20:47:00.000;1970/01/06 20:50:00.000;Variant 10;10;;;;;P;;5374
207;Dian;ArrangeSurvey;1970/01/06 20:50:00.000;1970/01/06 20:53:00.000;Variant 10;10;;;;;;;
207;System;InformClientSurvey;1970/01/06 20:53:00.000;1970/01/06 20:53:00.000;Variant 10;10;;;;;;;
207;Anne;Survey;1970/01/07 06:57:00.000;1970/01/07 07:44:00.000;Variant 10;10;120;1;true;;;;
207;Anne;ImmediateRepair;1970/01/07 07:44:00.000;1970/01/07 09:32:00.000;Variant 10;10;;;;;;;
207;DoIt;ExternRepair;1970/01/07 09:32:00.000;1970/01/07 09:32:00.000;Variant 10;10;;;;;;;
207;System;RepairReady;1970/01/07 11:44:00.000;1970/01/07 11:44:00.000;Variant 10;10;;;;true;;;
207;System;SendTicketToFinAdmin;1970/01/07 15:46:00.000;1970/01/07 15:46:00.000;Variant 10;10;;;;;;;
207;System;ReadyInformClient;1970/01/07 19:37:00.000;1970/01/07 19:37:00.000;Variant 10;10;;;;true;;;
207;System;TicketReady;1970/01/07 19:37:00.000;1970/01/07 19:37:00.000;Variant 10;10;;;;;;;
208;Monica;FirstContact;1970/01/02 02:37:00.000;1970/01/02 02:37:00.000;Variant 2;2;;;;;;Letter;
208;Monica;MakeTicket;1970/01/02 02:37:00.000;1970/01/02 02:42:00.000;Variant 2;2;;;;;E;;1564
208;Monica;ArrangeSurvey;1970/01/02 02:42:00.000;1970/01/02 02:45:00.000;Variant 2;2;;;;;;;
208;System;InformClientSurvey;1970/01/02 02:45:00.000;1970/01/02 02:45:00.000;Variant 2;2;;;;;;;
208;Paul;Survey;1970/01/02 16:10:00.000;1970/01/02 16:45:00.000;Variant 2;2;240;1;true;;;;
208;John;InternRepair;1970/01/03 11:25:00.000;1970/01/03 15:25:00.000;Variant 2;2;;;;;;;
208;System;RepairReady;1970/01/03 15:25:00.000;1970/01/03 15:25:00.000;Variant 2;2;;;;true;;;
208;System;SendTicketToFinAdmin;1970/01/03 17:50:00.000;1970/01/03 17:50:00.000;Variant 2;2;;;;;;;
208;System;ReadyInformClient;1970/01/03 21:32:00.000;1970/01/03 21:32:00.000;Variant 2;2;;;;true;;;
208;System;TicketReady;1970/01/03 21:32:00.000;1970/01/03 21:32:00.000;Variant 2;2;;;;;;;
209;Dian;FirstContact;1970/01/07 09:16:00.000;1970/01/07 09:16:00.000;Variant 1;1;;;;;;Personal;
209;Dian;MakeTicket;1970/01/07 09:16:00.000;1970/01/07 09:19:00.000;Variant 1;1;;;;;E;;4105
209;Dian;ArrangeSurvey;1970/01/07 09:19:00.000;1970/01/07 09:24:00.000;Variant 1;1;;;;;;;
209;System;InformClientSurvey;1970/01/07 09:24:00.000;1970/01/07 09:24:00.000;Variant 1;1;;;;;;;
209;Edd;Survey;1970/01/13 02:12:00.000;1970/01/13 02:42:00.000;Variant 1;1;240;1;true;;;;
209;John;InternRepair;1970/01/19 13:50:00.000;1970/01/19 18:14:00.000;Variant 1;1;;;;;;;
209;System;RepairReady;1970/01/19 18:14:00.000;1970/01/19 18:14:00.000;Variant 1;1;;;;true;;;
209;System;ReadyInformClient;1970/01/20 00:26:00.000;1970/01/20 00:26:00.000;Variant 1;1;;;;true;;;
209;System;SendTicketToFinAdmin;1970/01/20 00:34:00.000;1970/01/20 00:34:00.000;Variant 1;1;;;;;;;
209;System;TicketReady;1970/01/20 00:34:00.000;1970/01/20 00:34:00.000;Variant 1;1;;;;;;;
21;Monica;FirstContact;1970/01/02 22:41:00.000;1970/01/02 22:41:00.000;Variant 3;3;;;;;;Personal;
21;Monica;MakeTicket;1970/01/02 22:41:00.000;1970/01/02 22:43:00.000;Variant 3;3;;;;;P;;7161
21;Monica;ArrangeSurvey;1970/01/02 22:43:00.000;1970/01/02 22:48:00.000;Variant 3;3;;;;;;;
21;System;InformClientSurvey;1970/01/02 22:48:00.000;1970/01/02 22:48:00.000;Variant 3;3;;;;;;;
21;Anne;Survey;1970/01/03 13:06:00.000;1970/01/03 13:48:00.000;Variant 3;3;120;1;true;;;;
21;Anne;ImmediateRepair;1970/01/03 13:48:00.000;1970/01/03 15:36:00.000;Variant 3;3;;;;;;;
21;System;RepairReady;1970/01/03 15:36:00.000;1970/01/03 15:36:00.000;Variant 3;3;;;;true;;;
21;System;SendTicketToFinAdmin;1970/01/03 18:17:00.000;1970/01/03 18:17:00.000;Variant 3;3;;;;;;;
21;System;ReadyInformClient;1970/01/03 22:30:00.000;1970/01/03 22:30:00.000;Variant 3;3;;;;true;;;
21;System;TicketReady;1970/01/03 22:30:00.000;1970/01/03 22:30:00.000;Variant 3;3;;;;;;;
210;Dian;FirstContact;1970/01/04 08:38:00.000;1970/01/04 08:38:00.000;Variant 4;4;;;;;;Personal;
210;Dian;MakeTicket;1970/01/04 08:38:00.000;1970/01/04 08:42:00.000;Variant 4;4;;;;;P;;1478
210;Dian;ArrangeSurvey;1970/01/04 08:42:00.000;1970/01/04 08:47:00.000;Variant 4;4;;;;;;;
210;System;InformClientSurvey;1970/01/04 08:47:00.000;1970/01/04 08:47:00.000;Variant 4;4;;;;;;;
210;Barbara;Survey;1970/01/10 02:24:00.000;1970/01/10 03:03:00.000;Variant 4;4;120;3;true;;;;
210;Barbara;ImmediateRepair;1970/01/10 03:03:00.000;1970/01/10 04:51:00.000;Variant 4;4;;;;;;;
210;System;RepairReady;1970/01/10 04:51:00.000;1970/01/10 04:51:00.000;Variant 4;4;;;;true;;;
210;System;ReadyInformClient;1970/01/10 10:43:00.000;1970/01/10 10:43:00.000;Variant 4;4;;;;true;;;
210;System;SendTicketToFinAdmin;1970/01/10 12:06:00.000;1970/01/10 12:06:00.000;Variant 4;4;;;;;;;
210;System;TicketReady;1970/01/10 12:06:00.000;1970/01/10 12:06:00.000;Variant 4;4;;;;;;;
211;Dian;FirstContact;1970/01/02 02:14:00.000;1970/01/02 02:14:00.000;Variant 3;3;;;;;;Personal;
211;Dian;MakeTicket;1970/01/02 02:14:00.000;1970/01/02 02:20:00.000;Variant 3;3;;;;;P;;3375
211;Dian;ArrangeSurvey;1970/01/02 02:20:00.000;1970/01/02 02:22:00.000;Variant 3;3;;;;;;;
211;System;InformClientSurvey;1970/01/02 02:22:00.000;1970/01/02 02:22:00.000;Variant 3;3;;;;;;;
